author,link,date,complete_text,share_count,comment_count,reaction_count
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02EUPV3yPUxDiiVPt3bckpoNRU3tLfqSpFg8HdAbvbpDi9sLinPAWYpt1hgq4piQC3l&id=100080969501613&__cft__[0]=AZXuI1xCfI_lqipjeNTjn7Z8CA4z6h1QwizkPOvpYzeLBaTZ9NjeH1H7OYZk3O3v71c90XIMOa8n9fO3z5_Ne6EstWgQORXkRCwBvFLxACt2Sl9sdBGqnbHJGB4lA8SsQeYPMkSvXka8sfWIQ6agCc_VMmelqjJouLOIUAzZzHKDnEimD2pUImLJk0sQpMtRZds&__tn__=%2CO%2CP-R,2023-07-29 19:18:00,,N/A,N/A,"{'Like': 23000, 'Haha': 4300}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0eobvZJcUcnWPioPybYLGX3pBh2bbTLP92ppUgKZQKc9Zfmz5w4eiQWHdNaq1HsVKl&id=100080969501613&__cft__[0]=AZVziZ8IF3SoWYq4bx_JPhXOjvNhiPBev9FqVV3F1Ry-c-k7BuKJFUNR4QxUjgFodjWhfk9e5EzsFcmzdqiQJTn_2o6z6tAsKoHf775QX3AEfUPSBU_4RgTaFJ1xYM1wf__P9aaOktVFRtekFfkPBvggEPlXlG0hFrwFL5YCcwWSNm31ZZQ7aduYFYafY_5d-YdM7GGXFdYcUqW2IFvTmWu-&__tn__=%2CO%2CP-R,2023-07-29 15:25:00,"Dr Quah Perng Fei completed his nomination as the candidate for Bandar Baru Klang state constituency.
Dr Quah Oerng Fei menyempurnakan penamaan sebagai calon untuk DUN Bandar Baru Klang.
柯鹏飞医生完成提名为巴生新城区州议会候选人。
",2 shares,N/A,{'Like': 43}
Teng Chang Khim,https://www.facebook.com/tengchangkhimpage/posts/pfbid02owbeQPoUirhti3e7nDd2VMaVZ8CXHZxQhvoVNFdpGFg3vhfSHaMUmthDDxFckDA1l?__cft__[0]=AZVziZ8IF3SoWYq4bx_JPhXOjvNhiPBev9FqVV3F1Ry-c-k7BuKJFUNR4QxUjgFodjWhfk9e5EzsFcmzdqiQJTn_2o6z6tAsKoHf775QX3AEfUPSBU_4RgTaFJ1xYM1wf__P9aaOktVFRtekFfkPBvggEPlXlG0hFrwFL5YCcwWSNm31ZZQ7aduYFYafY_5d-YdM7GGXFdYcUqW2IFvTmWu-&__tn__=%2CO%2CP-y-R,2023-07-29 11:56:00,"Dr Quah Perng Fei completed his nomination as the candidate for Bandar Baru Klang state constituency.
Dr Quah Oerng Fei menyempurnakan penamaan sebagai calon untuk DUN Bandar Baru Klang.
柯鹏飞医生完成提名为巴生新城区州议会候选人。
",13 comments,14 shares,{'Like': 349}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02MEtYrMuVWhVub3SY3ECwM9mkZsBEk7uSJYDL811N5xUwhWG8RH9DBAzg8m15WEgMl&id=100080969501613&__cft__[0]=AZXClsP4an_t12PLBfPETkBaLvoa81sDQODQUYgwe98WUnVH8FR8AedV4ijMjlsb_3-CyQP_0PMVHPXVfi_rpVDDr6pftErVHXdt1GhqBmSrT1MQjKzoffEbjLXn5HQsbjVi-B74kCltVuEeNGLW8tke2f_lT4KjqJQE7G1axlnjHpV50EThT0GoxV6fRZI50Gg&__tn__=%2CO%2CP-R,2023-07-29 15:23:00,,N/A,N/A,"{'Like': 2000, 'Haha': 1000}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0f8VjnNBVDyyx4kLM3tHEUWpm9XrWUHyRtVSEvncBR3qBukfjYEjeQ4pS2gJxg3RCl&id=100080969501613&__cft__[0]=AZVR0txaiH1lnqE5dj-cyfjQb9mjxsqBxcDl0vp9iExoEFCGjdJhpsqydPdFRo2hzhiS4RdfXhvbYEPca-nONJGHxuZF1dX3hBLSlD7zBATsXU3kObTEqKE0h7-d_R2vz1xKBEzPh2mGdQ6Ng6eAo4hvZIrv5P_8NKo2z040dckOSHIMAIY9w8WH17XIY6g69-I&__tn__=%2CO%2CP-R,2023-07-29 12:03:00,"Malam ini 29/7/2023 (Sabtu) 
Masa : 7:30pm
Tempat : Machi 7 Autospa, Batu Belah
Selamat datang, kita jumpa di Ceramah
今晚 29/7/2023（星期六）
时间：晚上 7:30
地点：Machi 7 Autospa, Batu Belah
欢迎莅临我们的政治讲座
",2 comments,7 shares,{'Like': 75}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0Dz6zNhp1wSAXUJUgXxLpyuc5TXkGcVNkjVfzrJz9bQQvxvN54wdZ1L6VUacKeDZXl&id=100080969501613&__cft__[0]=AZX1V1chZxL3Tuuzz1ageBHi9objP1edFx8nLCOuxR7jmhTncXIg3lhUXDdG8c4Ddt9TQWQFaxN_iwGLzEVKB5H1wk27hajsipfAGjHVU2P33huIm7r4X0Nb8H567rmVhtewjpYixc3IQhAXIRge4vMeBRqPoY7-G5JWHX5JqoBcCvQC4pl7JAoJGh4BGP-Mw4w&__tn__=%2CO%2CP-R,2023-07-28 23:30:00,"Pelan Tempat Berhimpun Penyokong Dun Bandar Baru Klang pada Hari Penamaan Calon
巴生新城提明日集合
Tarikh 日期：29/7/2023（SABTU 星期六）
Masa 时间：7：15a. m.（Berhimpun）
Tempat 集合：Jalan Raya Barat（Lorong Perbandaran）
#同心迈进共建新城
#MakmurkanBandarBaruKlang
",6 comments,131 shares,{'Like': 113}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0qcFTeyeBmCjQRTiDJfKBYHfMB7du44T4NaYCfmjtTSKdmD7eAST6GznJQhgHebNCl&id=100080969501613&__cft__[0]=AZUhLjr_eRyIc1hd7HpGSYKoyS2NqxNdRVhMA9IL6wQfo9JgoiTq5VgZ5bdWt8LF2-kcf12B3lbRh9_dxGBIVEJXB8Z1yEBIx7Mij0yx997Sp8hIO6YYxCI9Zutg8T4jAAzg0LrN-5o9SKVbk5EovxH3kqRLLkLXy5kkUYx9ZJLp9-jj8NRTr8UFSCoi77g9PawD2EhOzB3PSEzkzD4DopDI&__tn__=%2CO%2CP-R,2023-07-28 23:30:00,"FB Live malam tadi
Perasmian Bilik Gerakan
#N45 DUN Bandar Baru Klang
Dr. Quah Perng Fei
#PakatanHarapan #KitaSelangor
",N/A,N/A,{'Like': 27}
Tee Chee Wee,https://www.facebook.com/chee.wee.33/posts/pfbid02oBodu89rSqpVvMvo7y68NUbq1359C4GQUHibdBSTKLCUHGtoXYpnEZwvd7Yu52Til?__cft__[0]=AZUhLjr_eRyIc1hd7HpGSYKoyS2NqxNdRVhMA9IL6wQfo9JgoiTq5VgZ5bdWt8LF2-kcf12B3lbRh9_dxGBIVEJXB8Z1yEBIx7Mij0yx997Sp8hIO6YYxCI9Zutg8T4jAAzg0LrN-5o9SKVbk5EovxH3kqRLLkLXy5kkUYx9ZJLp9-jj8NRTr8UFSCoi77g9PawD2EhOzB3PSEzkzD4DopDI&__tn__=%2CO%2CP-y-R,2023-07-28 23:28:00,"FB Live malam tadi
Perasmian Bilik Gerakan
#N45 DUN Bandar Baru Klang
Dr. Quah Perng Fei
#PakatanHarapan #KitaSelangor
",1 share,N/A,{'Like': 5}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0vJ5FTRBEUP3Lbv1hraU5V2orvg3vMZ4hwnw3giK6U8MpZkUVcD35aL8DpJ6FV6Gwl&id=100080969501613&__cft__[0]=AZVLPHjMeDB4oHeBADEI8YSMyz3FUfRn8SgIwl7qAxAeiFpVWnBiTniwE1T-SR_AZb-V_pY66z_WIZ-fVQIdu7CdxBp3rPeADqaBNJ8Th0kGK4exfoAc37v6lxUoZIG_ccdLxUlxBYC5Wgy6ZatugOf2EJ1T-urSBxk1-caFrIF2o7v6Ea_scMmpnatrDYoRGaKtTZgGdrCOJoQv884VzOUN&__tn__=%2CO%2CP-R,2023-07-28 22:04:00,"28. 07. 2023 @ 5.30pm
Melawat dan memberi sokongan penuh kpd calon N. 45 Bandar Baru Klang - Dr. Quah Perng Fei
",N/A,N/A,{'Like': 33}
Ganabatirau Veraman,https://www.facebook.com/Ganabatirau/posts/pfbid0AwcwmCADhEPrD21bKWhnjCA7zxX7mj7wyWn4NEHmjYUycfniHkietRQFAdxEp1qEl?__cft__[0]=AZVLPHjMeDB4oHeBADEI8YSMyz3FUfRn8SgIwl7qAxAeiFpVWnBiTniwE1T-SR_AZb-V_pY66z_WIZ-fVQIdu7CdxBp3rPeADqaBNJ8Th0kGK4exfoAc37v6lxUoZIG_ccdLxUlxBYC5Wgy6ZatugOf2EJ1T-urSBxk1-caFrIF2o7v6Ea_scMmpnatrDYoRGaKtTZgGdrCOJoQv884VzOUN&__tn__=%2CO%2CP-y-R,2023-07-28 17:56:00,"28. 07. 2023 @ 5.30pm
Melawat dan memberi sokongan penuh kpd calon N. 45 Bandar Baru Klang - Dr. Quah Perng Fei
",2 shares,N/A,{'Like': 80}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0zXgqPDaNNjLXhUmR3GC55fcWYMND6b81usbTEB84AtEzySoWMyBkhSq9jBmha2Mol&id=100080969501613&__cft__[0]=AZWfcBraGniUZeuZE7gsB8EeAzqbtV_hPBYdJr8GL8C40PBgvnLoV4dlpIs4RDltNow7LyzPMJKU71ti3wIr1HEREkhRr-MnWhnTECulq6qmBWorl6S56Mel0I9rcs42o96dmcuW1tkS6brbYcsbYa0ygm-8XMHAU1xTicWeJ25EeVpKLwNOjqQm-fctf0UmfMs&__tn__=%2CO%2CP-R,2023-07-28 15:08:00,"See you all on FB at 830pm
我们今晚830点FB 见
Jumpa anda di FB jam 830 malam ini
",3 comments,74 shares,{'Like': 57}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0H1VhABv4u4RL3uqrWwmdqvTVB59yHtqZzXf1qTSzyWACte8ARX2SxARcBDKiDYztl&id=100080969501613&__cft__[0]=AZWZ6ZgMpCSRx0Ga_6T84H3VBLaPatbT2xZw5ec8fy5MHTMVj9BnZXb-FCw5d-85GqzcvRwRoREndVV0bP_8uZKJFvZdIme4i8uH99EHSKLV_kDNtf530u4KnV-7kmdQ0vYHJa7Od9KYHEyvKyuGJXWFki9zqp29-pNWSOMVSysvCw4iu3iEZBCew2XNy-m85ew&__tn__=%2CO%2CP-R,2023-07-26 00:00:00,,N/A,N/A,{'Like': 20}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02khDB4ntFHQqBMZ62KQn7QD5hNP67cGEamAUSEygzJKF3CrgPvuyEuWEMYkBgyCTNl&id=100080969501613&__cft__[0]=AZU-oiuWlvtUEZQVNwwu1Q8LCLk3VmkmR6ETcKGOGJuWr_Y2vE_7uto1QQaI0dWnLiRFugDS9z5iDcE9JZc8ecKLzs43X1PHGArU029fb0xkrevkpqZovr-6TawGlbh2yj1BeDAce_A2JUpOpAGqgiGQesmiJ-1g2OD5cvl7eSdZlMw5KAx0nNISEFrpJX9qn4EwA0upEOk31TqPuVCjmoP_&__tn__=%2CO%2CP-R,2023-07-26 00:00:00,"Bersama Calon N45 Bandar Baru Klang... Dr Quah Perng Fei..
",1 comment,N/A,{'Like': 27}
Ganabatirau Veraman,https://www.facebook.com/Ganabatirau/posts/pfbid0dqgo8JYmTC4cTzrMndDfwFUZcgffE3Sq4c2TisyoytLjSASoyUFNwBroMf4JPd45l?__cft__[0]=AZU-oiuWlvtUEZQVNwwu1Q8LCLk3VmkmR6ETcKGOGJuWr_Y2vE_7uto1QQaI0dWnLiRFugDS9z5iDcE9JZc8ecKLzs43X1PHGArU029fb0xkrevkpqZovr-6TawGlbh2yj1BeDAce_A2JUpOpAGqgiGQesmiJ-1g2OD5cvl7eSdZlMw5KAx0nNISEFrpJX9qn4EwA0upEOk31TqPuVCjmoP_&__tn__=%2CO%2CP-y-R,2023-07-26 00:00:00,"Bersama Calon N45 Bandar Baru Klang... Dr Quah Perng Fei..
",5 comments,3 shares,{'Like': 68}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid092Sk4sqecPsgjEXSXbbGm7oxa9ueMafScFzCcrVjedTsBscNKxjp4KFnmuizxg8Pl&id=100080969501613&__cft__[0]=AZWiJ0WwMdXS9nZP6EmUpTxvyzVUZMS3cy0IhEZn9OZJCgQMQ7XeGvLHIfrq1pwP4lZuYTv7yWTg2K-E2gOG9FOn8ky3BRXSDlggMoeoLdOq2wpRcEDwmbs68P4geaZhpspkPM9T7kiwgbMY5aV1m2OeR6jZNJXHQ-xofHP3YsXRcd0uFKRdv6S49TMIhXWdbR4&__tn__=%2CO%2CP-R,2023-07-24 00:00:00,,N/A,N/A,{'Like': 32}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0gqL9nYaRZTdLNvdnD6q5gckikFnPEHXCNybZP8TQBY3xWuHbbMVhdJmHUWTUvNG2l&id=100080969501613&__cft__[0]=AZUO6CQn7qmg7oyqKQuuYvHVWxPCemiEuMgHqkPglpxMffsgW8ZMHFjJ2JZsIv9er8KJ4v_6kb08FRXAWcVZkMjyR0Gf74OTAREHMSGUctmOsaoxjR2-eKyLYDemDUFwJfLs7VGUTy0XQbdMtUoyOLAxzLjVf8bv-jm1jxEGLMKAeSH3CclnmLZ0rS8eYSeO5uc&__tn__=%2CO%2CP-R,2023-07-24 00:00:00,,5 shares,N/A,{'Like': 34}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0A8maYFNuRTqMDvQyeEJ8LUb5AeJT26x1GjqTmJmmHzUWe32KYiUHo97EsMe3VP95l&id=100080969501613&__cft__[0]=AZXJKSMplI5p57jrmDn_aPYW1NiErfd3kXSeqm3GUbWBSYsR_pCT_weRCC3AOkxdjEa72eS0pBt95ApAgxYFp3QUrx2Pc8iwIf4BDcPNFfkyJ1PZ1EtV0A-XPTS7RXDVM145SaylwTpx0dPFjkeoP4dflp4BRC-ihu2izvQEbIG2aKWt1SBzVhmGd0EVo7ZeDlE&__tn__=%2CO%2CP-R,2023-07-23 00:00:00,,N/A,N/A,"{'Like': 6700, 'Haha': 2600}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0FpupkuwbtFbhBYLz8u6k2V5TXLuemBW3VrQqfKo3ZCLLbHYipu7e3ivXo3NjPwVtl&id=100080969501613&__cft__[0]=AZVDjSl037PXFkIlvN0FdTYsC78POQdJ6Kn3PBND5dTM9a2QEfMKD_hPYieD4omepCtaFyU8kpECeOjhUSm_QnjO34lwAYg81tr2zP_BY0bQFFydCtS9M11z6ED2WkF5bnGECNd55O-8YeYI4E9TAPyJn10eDykPGgL5E8DwIoSD26fEjOH2NmIyTJmQqEl-Y4s&__tn__=%2CO%2CP-R,2023-07-23 00:00:00,,N/A,N/A,"{'Like': 6700, 'Haha': 2600}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0YpCrRPAHddGHHdxYzxKjgtR6jfyLwUyAQJkjVimyC4WaBAU62s43ETvbV1iRL9hfl&id=100080969501613&__cft__[0]=AZVB9AAoSlujxwDvLSzBwWK8-SnhzwYPLLo6ZDdvHY_zJJVXRLFYgz8t1bfprdNYvaAZuzMQ_finjHVWfYS5lPvYoJc4qZvlLLT_9BSRPbfooEOtRDzEw-P4ZBP5JmIg-HBQ-jqWzB-y8MYd0wQM71eYY-VAlqu0zQU5CFgYWPQ5T97C579GzJnJDSAGB6oNxI0&__tn__=%2CO%2CP-R,2023-07-22 00:00:00,,N/A,N/A,"{'Like': 6700, 'Haha': 2600}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02akh1EudzRSUgDsyzFwSNpzTWQEo8R3F3KEHhefDGkeR9iFPHTTTm11Qg9zqgTZ38l&id=100080969501613&__cft__[0]=AZV36XdkwQgiWHbvnca4tzWWY9ytSxNhY6WUiHOkb3fnGXLVa9QHlQ7n4Yml_r3Zn7zTmEvm45u-dGxSYoy9Hzpzu6F642Vo9EWc_a5aUdh-k4jmO3JAkSnGwfHiaWrYzR0yZltKnioExE4ClKuwyC8tuYtsDTiPx_cOSzU2qhVpa2V9nbPBXVsmHa8lqvap7MI&__tn__=%2CO%2CP-R,2023-07-22 00:00:00,"Kami jumpa besok 10 pagi di Klang Utama.
我们将于明天早上 10 点在 Klang Utama 见面。
",73 shares,N/A,{'Like': 40}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid037x5pywj7VL2UcAewfnoNRQ7VdQYwJB3LvSMDBv3SQ4FLnrMj71ALd7oz73Ahdqt4l&id=100080969501613&__cft__[0]=AZWYw8l84w_OqeypqW9K8qfrXLzhvlmGkXeErrq-PW3ZnF8KXH3QQtJ3lu4OHQ5wHBtRFmani80btFqXuo2IiZjkSxGIi1_Z5KDXn2wgBo2coOOHkZgGP3hUl6xzEOclLAXwCelLptvp-c7Ngo4BdoIH1oiigpnPi1V6fEn_bJpLwIY9Qo4MGu2LOhisJ8OwiS0&__tn__=%2CO%2CP-R,2023-07-20 00:00:00,,N/A,N/A,"{'Like': 6700, 'Love': 3, 'Haha': 2600}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0NQGpws7hbCkxTi1gVaBDfwogmeuwudbTrfYXFSUnw9Gyh1wRMyhcnkf8SMmrJvtXl&id=100080969501613&__cft__[0]=AZW2Z9NbuzM6fnIdNryZa-TyFdujMW61egKK4HeDYJUQEQSAK1dHpxOoH6ZSlTIRpJP6yC94cYQo2uZ5YbxnBKrPkiNsWZgZdt1zkJwinMAOJxe4pkrtoHJ9g9CsbiZ-9d3Ie-OM38GuGOmS8Va4-fD9DRH2Fj1XSkk8SBpySLDx6tYXMshOESHDrxt1Ufm80uuWZb9YFhwHf8LHtWHh_KW7&__tn__=%2CO%2CP-R,2023-07-19 00:00:00,"在此衷心的感谢巴生市议员柯鹏飞 Quah Perng Fei对Persiaran Astana / KU2張聖宮神庙一带的帮助，您的付出使得树木草丛得到修剪和清理，有效地消除了阻碍人民驾驶视线的障碍。这对这一区来说是一个重要的举措，为我们创造了更加安全和便利的出行环境。
您的关注和努力让我们感受到了社区的温暖和关爱，我们对您的服务深表敬意。希望未来我们能继续携手合作，共同推动社区的繁荣发展，创造更美好的明天。
再次感谢您的支持与帮助！
",45 shares,N/A,{'Like': 18}
Ryan Lee,https://www.facebook.com/ryan.lee.7902564/posts/pfbid02VLvussvb4CzoEZLeNG2HiaGpiNT4mPmpGt1rLr8sUdm6qohV15LJUuu6bbaUTo6zl?__cft__[0]=AZW2Z9NbuzM6fnIdNryZa-TyFdujMW61egKK4HeDYJUQEQSAK1dHpxOoH6ZSlTIRpJP6yC94cYQo2uZ5YbxnBKrPkiNsWZgZdt1zkJwinMAOJxe4pkrtoHJ9g9CsbiZ-9d3Ie-OM38GuGOmS8Va4-fD9DRH2Fj1XSkk8SBpySLDx6tYXMshOESHDrxt1Ufm80uuWZb9YFhwHf8LHtWHh_KW7&__tn__=%2CO%2CP-y-R,2023-07-19 00:00:00,"在此衷心的感谢巴生市议员柯鹏飞 Quah Perng Fei对Persiaran Astana / KU2張聖宮神庙一带的帮助，您的付出使得树木草丛得到修剪和清理，有效地消除了阻碍人民驾驶视线的障碍。这对这一区来说是一个重要的举措，为我们创造了更加安全和便利的出行环境。
您的关注和努力让我们感受到了社区的温暖和关爱，我们对您的服务深表敬意。希望未来我们能继续携手合作，共同推动社区的繁荣发展，创造更美好的明天。
再次感谢您的支持与帮助！
",52 shares,N/A,{'Like': 13}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid09soo6UynEYs7G218APFnFkY7bZ68CR9YMaLN4E9L3QZvimaUuJysc8aTsknSzJ34l&id=100080969501613&__cft__[0]=AZV9cujD89R2g9ebbzpjBsxB_2u8qw7W2AvsZdzrXt7T3uUjjP3CyFCycQFBZ-YYQq4nOTYXCZosa6UtGefmLke52FX4bYVzdn-EVap_fvjMluzgC9qJRx5nzaXXF5HNgfEsaKhJfdwrHL2dbJvlbANvt7uEL6nEI9mvBHtbQx-8syrWVPBnU9oxaNv8tJQKNaw&__tn__=%2CO%2CP-R,2023-07-19 00:00:00,,N/A,N/A,"{'Like': 1100, 'Haha': 233}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0hCxKag1oNnMqDaJmUZsWpmvyBAqGNkdAMYkdHkCdxXdpt6fPs6KUXQcnVxFBWKjCl&id=100080969501613&__cft__[0]=AZUBfUEI3xVEIdbH6pyoXb0_adImjCsz9pMCIxJObwI5fStHdLHrKVrOH2Dj4BJQV6IPh7iAv33eZp72uCj5h35MZ7-TJpN_s5eZxKtvtbye9AVPpMldgCyaOz5ws-cyxLCtbddt6Q1h-PxMQDz2mtg2y5ZDrC9iRXBvdLg2G-eVHYYAcjOepGlKCx_NupbZI5M&__tn__=%2CO%2CP-R,2023-07-18 00:00:00,,N/A,N/A,"{'Like': 5900, 'Haha': 1300}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02twfGZv1zJzDxkrDfEPS7h1yp3cBczCDW9LN81fA7Tmdpx6XuvW9X589YQKQ6zc2El&id=100080969501613&__cft__[0]=AZVt_esXct2_E2KKGJjvwqr9b4S5lJe2_C90_qp20v4RPSY39Fc2aHbITchTHG1umsg9XjKm6lci1bXvxYnq57gdez0Gq5mGZhDwB7o3X8UCJYbqaj8KwV_n65GkCvXbxhJtm-YCvTACbz1cQ7UhqPeT1LtyakAFpzH-tjLqcG6kjjur84FCovhEDn9lfDV5TSc&__tn__=%2CO%2CP-R,2023-07-18 00:00:00,,43 shares,N/A,{'Like': 18}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid027yWCzZoF9dDpgKBQJEcDy9eVtgNeAVTXU1zh3kdjpkp9fDD71svfH5XQtKYnJ3xvl&id=100080969501613&__cft__[0]=AZW4OyJqlvwZf3vjc91VeUkNLoDF-_-Y-Cd2_fwukT8hf90RN-ypBZvFLDLF_Z6ULpdIJGM0MD2nd4JlvL2PtsBPjk_yYQ50o6IqUfCUm3xem8XxWje9CsKeLOeDwMHHrx4AcJ9_8nJVIFJVp0vGY8ybo9qtmTM5CzHszbdVqfX-fQScWhXewGcxHtv5EKhuhyo&__tn__=%2CO%2CP-R,2023-07-16 00:00:00,,N/A,N/A,"{'Like': 6700, 'Haha': 2600}"
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02hKceTp9taMS45E5D71fZA6du5YkATsmbvjT3MBnaugobPDxFxuPfM8HdLcUXMHwPl&id=100080969501613&__cft__[0]=AZW4zqqgPDY8hmZ9NQY_h7IkRWGh455cObUG9HxeYDhxjHrYosSH2FzZVEGB5luQs-QVBsFVG2s1KadUCm7jK5HVL6fd07aBdWWlXJUqo8AiWxyPSYBGc0fGhHBkCrHN9VB2GAFDRC1o7vVsKhNVVsZnWuGfzD417PW9nBDK5Gw5auQM_c1W041P3ylmumhjydrNib1BaLaTscC7CyE8FMw0&__tn__=%2CO%2CP-R,2023-07-16 00:00:00,"Persiapan utk menghantar kerusi kpd murid murid di sekolah Rendah agama batu belah.
",1 comment,41 shares,{'Like': 30}
Quah Perng Fei,https://www.facebook.com/quah.perngfei/posts/pfbid02v3SQh39Ge7gFPkEanLz2tYcY95D1xaKjB3w8EQuyb9cTrFxP8WPGZa2Z7kUS5sf1l?__cft__[0]=AZW4zqqgPDY8hmZ9NQY_h7IkRWGh455cObUG9HxeYDhxjHrYosSH2FzZVEGB5luQs-QVBsFVG2s1KadUCm7jK5HVL6fd07aBdWWlXJUqo8AiWxyPSYBGc0fGhHBkCrHN9VB2GAFDRC1o7vVsKhNVVsZnWuGfzD417PW9nBDK5Gw5auQM_c1W041P3ylmumhjydrNib1BaLaTscC7CyE8FMw0&__tn__=%2CO%2CP-y-R,2023-07-16 00:00:00,"Persiapan utk menghantar kerusi kpd murid murid di sekolah Rendah agama batu belah.
",15 comments,80 shares,{'Like': 180}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid0f57MUr9Nc4YwMeZ7aCHpLuA5JwkwkjWVeL8nr57cnd81TEFNBekNFTaBX2Ea5ziHl&id=100080969501613&__cft__[0]=AZWya-kfh6HIXH5bOFxO0L-qqMqaJQlq1m9a6SS6Jg9UkG1TOF8MUKwcG8oMASKJGaiKu8_W16oAzw0mh693HPzQ_9wiw-ii_YICRFUlpA_n2h5INb6yh8fwv83K8FeAjQOZ-cm7nsjd-ZIS4CRhf3LlNgjwocRKKfH1R6yjRkoeEMFhrr7e2t9EdMVqMoUzuIs&__tn__=%2CO%2CP-R,2023-07-15 00:00:00,"Jualan Ehsan kembali lagi utk warga DUN Bandar Baru Klang.
Tempat: PKM BANDAR BARU KLG
                ( dekat pelangi court)
Tarikh. : 16/07/23
Masa.   : 10am hingga 1 pm
Jualan Ehsan为了巴生新城居民再次举办啦
地点：PKM Bandar Baru Klang（靠近pelangi court ）
日期：16/7/23
时间：早上10点 -下午1点
",7 comments,42 shares,{'Like': 29}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02XzUkfbScWFMj2W8f891ahXnmU1i7P9EeLYAwPx31rKmnCjEyJNRtfFTd9tASC4eHl&id=100080969501613&__cft__[0]=AZVWpZ2Uh9xD68Iv9NsCWiKXL-CtuOrrJ-o2hcik7OWBeyg3yRaBeJ9y7sBfKXe37GYs8i4H_fnYin1xLkfbKO7zqHfj-anQFGeaYCiS2SSafuVBo1bDpdRZk639K7pzf9gtHKljFDI3fwfGeyt66fw2roilKbJtriKzWxwUFbN3RW_KVirkqAqXziiD6jRkD5U&__tn__=%2CO%2CP-R,2023-07-14 00:00:00,"Pencurian kabel semakin meneluasa in Klang. Saya penduduk boleh report Incident kpd PDRM atau PBT.
",1 comment,40 shares,{'Like': 13}
Dr. Quah Perng Fei,https://www.facebook.com/permalink.php?story_fbid=pfbid02HYWYQXMu8FGnkwHnJk3kVYs1avExMeqGcLkRqsvA3SLF53SKce8hPTdZRnTwhS2yl&id=100080969501613&__cft__[0]=AZVTdpDZzJb2IdzdjL1fqg7DXqwv-ahZyw3_mqPFMN9m6_OmlevIB7KjYVW17actAnHtUddKdlTNZc1LLKvCiqMaVLrLA4AOKIfmCXrCD7FYTOLxiVpCM97lEc0HDIHaYkEx2nKmk0CC3IWb8uiq8wYFJqTiNw7vm_PcxCzAi0VexpTMcnzpCkxI1DCvYyQEeYuXr7q9lW1aleCDWjTCYHYu&__tn__=%2CO%2CP-R,2023-07-14 00:00:00,"https://metro.sinchew.com.my/20230714/推广巴生肉骨茶-ah-teng请吃2-0来了/
",N/A,N/A,{'Like': 19}
Teng Chang Khim,https://www.facebook.com/tengchangkhimpage/posts/pfbid033AgzfAhZS2jou7arNx8iz7knjm2XiCu4MFx9S1zx9V7kyP1CsobNB1adBpbgpCKXl?__cft__[0]=AZVTdpDZzJb2IdzdjL1fqg7DXqwv-ahZyw3_mqPFMN9m6_OmlevIB7KjYVW17actAnHtUddKdlTNZc1LLKvCiqMaVLrLA4AOKIfmCXrCD7FYTOLxiVpCM97lEc0HDIHaYkEx2nKmk0CC3IWb8uiq8wYFJqTiNw7vm_PcxCzAi0VexpTMcnzpCkxI1DCvYyQEeYuXr7q9lW1aleCDWjTCYHYu&__tn__=%2CO%2CP-y-R,2023-07-14 00:00:00,"https://metro.sinchew.com.my/20230714/推广巴生肉骨茶-ah-teng请吃2-0来了/
",13 comments,30 shares,{'Like': 301}
